route_key,window_start,window_end,precipitation_sum_json,windspeed_max_json,api_call_timestamp
HUB07-HUB13,2025-06-02,2025-06-07,"[4.3, 0.5, 20.8, 0.2, 0.7, 0.9]","[18.4, 15.4, 10.8, 17.1, 7.4, 3.6]",2026-08-14 06:28:39.366088
HUB18-HUB13,2025-04-14,2025-04-16,"[0.7, 0.0, 0.5]","[18.9, 10.2, 16.6]",2026-08-14 06:28:39.366270
HUB09-HUB05,2025-02-12,2025-02-13,"[0.6, 0.0]","[13.3, 17.4]",2026-08-14 06:28:39.366399
HUB01-HUB02,2025-02-27,2025-02-28,"[16.4, 0.9]","[23.5, 10.5]",2026-08-14 06:28:39.366523
HUB02-HUB16,2024-06-11,2024-06-13,"[0.3, 0.2, 1.0]","[12.2, 17.8, 12.8]",2026-08-14 06:28:39.366669
HUB11-HUB14,2025-03-04,2025-03-05,"[0.0, 0.0]","[15.6, 12.8]",2026-08-14 06:28:39.366793
HUB01-HUB07,2024-06-10,2024-06-13,"[0.3, 0.0, 0.0, 0.9]","[17.4, 14.0, 16.2, 17.0]",2026-08-14 06:28:39.366937
HUB13-HUB03,2025-02-08,2025-02-11,"[0.9, 0.1, 0.9, 0.3]","[13.7, 14.6, 13.3, 3.3]",2026-08-14 06:28:39.367082
HUB01-HUB14,2025-02-24,2025-02-26,"[0.5, 1.2, 0.3]","[16.2, 12.1, 16.4]",2026-08-14 06:28:39.367252
HUB13-HUB03,2025-12-24,2025-12-27,"[0.0, 0.0, 0.1, 0.7]","[23.5, 18.6, 13.6, 5.4]",2026-08-14 06:28:39.367401
HUB10-HUB07,2025-01-27,2025-01-31,"[0.6, 0.7, 1.3, 0.0, 0.3]","[20.1, 8.4, 12.5, 8.1, 18.8]",2026-08-14 06:28:39.367558
HUB13-HUB07,2025-07-20,2025-07-25,"[4.0, 8.2, 0.0, 0.0, 6.8, None]","[11.3, 12.6, 9.7, 13.7, 12.7, 11.0]",2026-08-14 06:28:39.367740
HUB10-HUB11,2025-08-19,2025-08-22,"[15.4, 9.6, 20.1, 60.8]","[19.9, 8.4, 7.5, 24.4]",2026-08-14 06:28:39.367888
HUB08-HUB12,2023-11-21,2023-11-25,"[0.0, 0.3, 0.0, 1.1, 0.2]","[2.1, 29.0, 21.0, 28.2, 15.4]",2026-08-14 06:28:39.368042
HUB02-HUB12,2025-01-17,2025-01-20,"[0.5, 0.0, 0.0, 0.0]","[12.1, 28.7, 10.5, 11.1]",2026-08-14 06:28:39.368215
HUB11-HUB16,2023-03-17,2023-03-19,"[0.0, 0.0, 0.7]","[8.0, 12.6, 11.9]",2026-08-14 06:28:39.368362
HUB04-HUB05,2023-04-26,2023-04-29,"[0.2, 0.5, 0.3, 0.5]","[17.0, 25.7, 4.4, 11.7]",2026-08-14 06:28:39.368578
HUB16-HUB07,2024-12-29,2024-12-31,"[0.4, 0.8, 0.2]","[18.7, 11.8, 16.1]",2026-08-14 06:28:39.368728
HUB14-HUB06,2024-11-21,2024-11-24,"[0.2, 0.0, 0.0, 1.3]","[11.9, 13.2, 7.5, 11.0]",2026-08-14 06:28:39.368874
HUB18-HUB13,2025-01-29,2025-01-31,"[0.7, 0.1, 4.9]","[13.0, 20.7, 13.4]",2026-08-14 06:28:39.369049
HUB10-HUB05,2023-06-14,2023-06-17,"[0.0, 0.4, 0.5, None]","[15.5, 16.5, 12.6, 10.7]",2026-08-14 06:28:39.369235
HUB17-HUB13,2023-08-17,2023-08-19,"[0.9, 19.6, 0.7]","[9.0, 17.2, 18.3]",2026-08-14 06:28:39.369378
HUB15-HUB08,2025-10-07,2025-10-09,"[0.2, 0.0, 0.7]","[9.3, 14.4, 12.2]",2026-08-14 06:28:39.369514
HUB15-HUB12,2023-06-24,2023-06-27,"[0.3, 44.2, 9.2, 0.0]","[5.1, 14.5, 21.4, 13.9]",2026-08-14 06:28:39.369795
HUB04-HUB01,2024-02-23,2024-02-24,"[1.1, 0.9]","[5.5, 15.8]",2026-08-14 06:28:39.369927
HUB15-HUB11,2023-05-20,2023-05-22,"[0.0, 4.2, 0.2]","[20.9, 24.6, 21.6]",2026-08-14 06:28:39.370110
HUB11-HUB18,2025-09-21,2025-09-24,"[0.4, 1.1, None, 0.5]","[15.5, 11.3, 13.3, 9.4]",2026-08-14 06:28:39.370305
HUB15-HUB01,2025-03-05,2025-03-07,"[0.6, 0.0, 0.5]","[12.0, 14.9, 18.9]",2026-08-14 06:28:39.370448
HUB05-HUB06,2024-10-05,2024-10-06,"[0.0, 0.0]","[15.2, 15.0]",2026-08-14 06:28:39.370584
HUB05-HUB08,2025-06-02,2025-06-03,"[1.1, 0.3]","[10.2, 21.2]",2026-08-14 06:28:39.370716
HUB18-HUB08,2023-02-19,2023-02-21,"[0.2, 1.0, 0.1]","[15.9, 15.1, 12.5]",2026-08-14 06:28:39.370852
HUB08-HUB03,2023-10-17,2023-10-19,"[0.6, 0.2, 0.3]","[20.8, 28.9, 28.6]",2026-08-14 06:28:39.370986
HUB17-HUB05,2024-01-28,2024-02-01,"[0.3, 0.9, 12.1, 1.4, 1.0]","[13.8, 17.5, 14.1, 19.9, 11.1]",2026-08-14 06:28:39.371284
HUB05-HUB02,2025-05-26,2025-05-28,"[0.0, 0.0, 0.3]","[21.2, 26.6, 12.9]",2026-08-14 06:28:39.371511
HUB06-HUB08,2023-02-03,2023-02-04,"[0.9, 0.5]","[9.2, 15.6]",2026-08-14 06:28:39.371701
HUB08-HUB14,2023-05-23,2023-05-26,"[0.1, 1.3, 0.0, 0.0]","[22.9, 19.3, 13.1, 13.2]",2026-08-14 06:28:39.371864
HUB03-HUB17,2024-01-24,2024-01-27,"[0.0, 0.0, 0.2, 0.0]","[24.1, 18.3, 11.6, 25.8]",2026-08-14 06:28:39.372016
HUB08-HUB11,2025-09-11,2025-09-14,"[10.8, 0.0, 0.0, 0.1]","[12.9, 12.5, 17.6, 15.0]",2026-08-14 06:28:39.372228
HUB03-HUB13,2023-10-02,2023-10-05,"[0.3, 11.6, 0.0, 0.3]","[15.1, 8.5, 18.8, 13.2]",2026-08-14 06:28:39.372393
HUB03-HUB16,2025-06-20,2025-06-21,"[0.0, 0.0]","[8.8, 15.5]",2026-08-14 06:28:39.372525
HUB04-HUB09,2023-10-23,2023-10-26,"[2.6, 1.0, 0.3, 0.3]","[15.1, 10.5, 22.5, 11.2]",2026-08-14 06:28:39.372689
HUB07-HUB11,2024-04-15,2024-04-19,"[0.2, 0.8, 0.5, 9.8, 0.0]","[25.7, 22.2, 13.8, 12.7, 7.3]",2026-08-14 06:28:39.372852
HUB12-HUB13,2025-12-19,2025-12-20,"[None, 0.1]","[20.7, 14.1]",2026-08-14 06:28:39.372979
HUB07-HUB03,2023-07-18,2023-07-20,"[0.0, 14.9, 32.3]","[13.1, 16.4, 20.0]",2026-08-14 06:28:39.373115
HUB04-HUB09,2023-02-19,2023-02-22,"[0.4, 0.5, 0.8, 0.0]","[15.0, 11.0, 7.7, 12.2]",2026-08-14 06:28:39.373302
HUB18-HUB10,2023-03-29,2023-04-02,"[0.0, 1.5, 1.4, 1.3, 0.0]","[5.3, 24.2, 16.3, 16.6, 2.9]",2026-08-14 06:28:39.373460
HUB04-HUB03,2023-11-25,2023-11-26,"[0.6, 0.4]","[2.1, 20.9]",2026-08-14 06:28:39.373597
HUB12-HUB09,2023-11-07,2023-11-11,"[0.0, 0.2, 0.2, 0.7, 0.8]","[12.2, 11.5, 14.2, 15.0, 12.8]",2026-08-14 06:28:39.373756
HUB08-HUB06,2025-03-08,2025-03-09,"[0.9, 0.9]","[11.3, 14.4]",2026-08-14 06:28:39.373881
HUB02-HUB13,2023-05-11,2023-05-13,"[0.0, 5.8, 0.7]","[16.5, 15.5, 11.8]",2026-08-14 06:28:39.374022
HUB15-HUB09,2025-06-22,2025-06-24,"[0.3, 0.9, 0.0]","[10.2, 15.0, 15.2]",2026-08-14 06:28:39.374240
HUB02-HUB06,2025-08-02,2025-08-04,"[10.8, 0.0, 30.5]","[11.0, 17.4, 20.7]",2026-08-14 06:28:39.374392
HUB03-HUB14,2023-06-16,2023-06-18,"[0.7, 1.1, 3.9]","[11.4, 17.9, 7.4]",2026-08-14 06:28:39.374531
HUB01-HUB14,2024-10-27,2024-10-29,"[0.0, 0.0, 0.6]","[18.4, 23.5, 19.3]",2026-08-14 06:28:39.374682
HUB03-HUB01,2025-12-08,2025-12-09,"[0.3, None]","[10.5, 20.3]",2026-08-14 06:28:39.374808
HUB06-HUB12,2025-05-18,2025-05-23,"[0.6, 1.0, 34.0, 0.2, 11.3, 0.0]","[48.3, 28.9, 14.3, 21.6, 20.9, 30.4]",2026-08-14 06:28:39.374985
HUB02-HUB07,2025-07-21,2025-07-24,"[36.5, 0.0, 3.1, 7.4]","[16.7, 19.2, 16.4, 13.8]",2026-08-14 06:28:39.375159
HUB04-HUB01,2024-12-27,2024-12-29,"[0.0, 0.1, 0.0]","[28.7, 14.9, 5.7]",2026-08-14 06:28:39.375314
HUB02-HUB03,2023-11-25,2023-11-27,"[0.7, 0.4, 0.9]","[23.6, 9.8, 19.9]",2026-08-14 06:28:39.375451
HUB04-HUB05,2024-02-19,2024-02-22,"[0.9, 0.3, 0.0, 0.8]","[9.4, 12.8, 7.9, 7.2]",2026-08-14 06:28:39.375609
HUB03-HUB12,2023-02-02,2023-02-05,"[4.9, 0.0, 0.7, 0.1]","[11.1, 17.7, 24.5, 21.4]",2026-08-14 06:28:39.375762
HUB06-HUB08,2023-08-14,2023-08-15,"[7.0, 0.1]","[12.3, 20.9]",2026-08-14 06:28:39.375892
HUB15-HUB04,2023-03-17,2023-03-19,"[1.0, 0.0, 2.0]","[13.4, 7.6, 2.9]",2026-08-14 06:28:39.376027
HUB03-HUB16,2023-06-01,2023-06-02,"[0.8, 0.0]","[17.2, 12.9]",2026-08-14 06:28:39.376180
HUB18-HUB07,2023-05-06,2023-05-08,"[0.6, 0.4, 0.1]","[13.5, 12.3, 11.4]",2026-08-14 06:28:39.376328
HUB10-HUB17,2023-12-24,2023-12-26,"[0.1, 1.2, 0.5]","[19.9, 12.5, 14.2]",2026-08-14 06:28:39.376466
HUB04-HUB08,2025-09-12,2025-09-14,"[1.2, 0.5, 0.0]","[13.4, 13.4, 7.6]",2026-08-14 06:28:39.376614
HUB03-HUB11,2023-09-26,2023-09-28,"[0.8, 1.8, 0.1]","[15.2, 10.0, 17.3]",2026-08-14 06:28:39.376755
HUB04-HUB08,2023-04-11,2023-04-13,"[0.0, 1.0, 0.7]","[13.0, 20.5, 18.4]",2026-08-14 06:28:39.376892
HUB14-HUB07,2025-08-26,2025-08-30,"[0.1, 0.3, 0.7, 5.0, 0.8]","[15.1, 13.9, 15.5, 20.9, 11.9]",2026-08-14 06:28:39.377047
HUB03-HUB10,2024-09-08,2024-09-11,"[4.2, 2.5, 1.5, 51.6]","[3.2, 19.2, 16.8, 4.4]",2026-08-14 06:28:39.377223
HUB10-HUB16,2023-03-26,2023-03-29,"[0.0, 9.2, 0.5, 1.1]","[9.5, 13.6, 10.1, 7.7]",2026-08-14 06:28:39.377377
HUB01-HUB02,2025-12-14,2025-12-15,"[0.8, 1.9]","[9.8, 10.5]",2026-08-14 06:28:39.377504
HUB08-HUB18,2024-03-07,2024-03-08,"[1.3, 0.3]","[14.1, 11.4]",2026-08-14 06:28:39.377638
HUB16-HUB15,2024-11-25,2024-11-26,"[1.2, 0.4]","[22.7, 20.0]",2026-08-14 06:28:39.377766
HUB15-HUB09,2023-03-24,2023-03-26,"[17.4, 0.1, 1.0]","[13.6, 20.9, 15.0]",2026-08-14 06:28:39.377901
HUB10-HUB06,2024-10-13,2024-10-16,"[0.7, 2.0, 0.0, 0.3]","[18.1, 18.4, 15.0, 17.3]",2026-08-14 06:28:39.378079
HUB05-HUB11,2025-01-17,2025-01-21,"[0.8, 0.3, 0.7, 0.7, 0.4]","[1.2, 21.3, 12.8, 23.4, 21.6]",2026-08-14 06:28:39.378293
HUB06-HUB10,2023-09-13,2023-09-16,"[19.8, 0.0, 40.1, 0.1]","[28.1, 14.7, 14.6, 6.0]",2026-08-14 06:28:39.378453
HUB06-HUB08,2024-10-03,2024-10-04,"[0.0, 1.2]","[10.7, 17.1]",2026-08-14 06:28:39.378596
HUB04-HUB06,2023-01-31,2023-02-02,"[0.8, 0.9, 0.5]","[12.8, 13.0, 13.9]",2026-08-14 06:28:39.378739
HUB12-HUB03,2023-07-24,2023-07-27,"[1.1, 0.9, 0.4, 3.3]","[4.4, 24.0, 15.3, 15.1]",2026-08-14 06:28:39.378886
HUB04-HUB01,2025-12-09,2025-12-10,"[0.3, 0.2]","[10.0, 16.8]",2026-08-14 06:28:39.379011
HUB18-HUB02,2023-03-28,2023-03-29,"[0.0, 0.5]","[17.8, 8.7]",2026-08-14 06:28:39.379216
HUB02-HUB11,2025-01-31,2025-02-02,"[1.7, 0.4, 2.5]","[23.0, 15.5, 13.5]",2026-08-14 06:28:39.379361
HUB12-HUB09,2024-01-19,2024-01-23,"[1.0, 0.9, 0.8, 0.0, 0.0]","[7.2, 14.9, 10.5, 19.3, 13.5]",2026-08-14 06:28:39.379520
HUB12-HUB09,2024-10-02,2024-10-06,"[5.1, 0.5, 0.2, 0.1, 0.1]","[13.8, 15.9, 16.3, 22.2, 13.0]",2026-08-14 06:28:39.379693
HUB12-HUB14,2023-06-06,2023-06-08,"[1.7, 16.1, 1.0]","[18.3, 6.8, 11.7]",2026-08-14 06:28:39.379831
HUB12-HUB08,2024-03-19,2024-03-23,"[0.0, 0.9, 0.9, 0.5, 0.0]","[16.3, 12.8, 14.1, 14.3, 17.1]",2026-08-14 06:28:39.379985
HUB09-HUB07,2023-02-28,2023-03-02,"[0.6, 0.0, 0.2]","[9.6, 14.1, 12.3]",2026-08-14 06:28:39.380146
HUB03-HUB10,2024-06-13,2024-06-16,"[24.9, 7.8, 0.0, 1.0]","[5.0, 20.1, 15.2, 17.7]",2026-08-14 06:28:39.380323
HUB12-HUB10,2023-01-08,2023-01-11,"[0.3, 0.7, 1.1, 0.4]","[24.9, 8.6, 6.1, 12.3]",2026-08-14 06:28:39.380472
HUB04-HUB13,2025-11-14,2025-11-17,"[0.0, 7.5, 0.9, 0.2]","[13.2, 31.7, 13.1, 10.8]",2026-08-14 06:28:39.380631
HUB04-HUB18,2025-04-01,2025-04-02,"[0.4, None]","[10.7, 2.7]",2026-08-14 06:28:39.380763
HUB15-HUB10,2024-08-02,2024-08-05,"[21.8, 23.8, 69.0, 0.8]","[2.7, 5.8, 10.1, 15.2]",2026-08-14 06:28:39.380912
HUB03-HUB02,2024-04-10,2024-04-11,"[5.1, 0.3]","[12.3, 10.5]",2026-08-14 06:28:39.381039
HUB10-HUB08,2023-02-26,2023-03-01,"[0.0, 1.2, 0.6, 0.2]","[12.2, 17.1, 16.2, 17.1]",2026-08-14 06:28:39.381214
HUB07-HUB04,2023-10-21,2023-10-23,"[0.0, None, 1.6]","[28.2, 27.1, 15.1]",2026-08-14 06:28:39.381361
HUB04-HUB18,2024-04-27,2024-04-28,"[0.1, 0.0]","[21.8, 7.8]",2026-08-14 06:28:39.381489
HUB18-HUB09,2023-10-09,2023-10-11,"[0.6, 1.5, 0.0]","[17.1, 10.5, 20.1]",2026-08-14 06:28:39.381635
HUB12-HUB11,2024-03-05,2024-03-06,"[0.9, 0.9]","[19.2, 12.3]",2026-08-14 06:28:39.381762
HUB09-HUB10,2025-06-04,2025-06-07,"[8.2, 59.8, 3.7, 1.9]","[4.0, 12.4, 18.5, 6.1]",2026-08-14 06:28:39.381907
HUB16-HUB05,2023-12-23,2023-12-25,"[0.2, 0.0, 0.0]","[15.7, 10.0, 15.2]",2026-08-14 06:28:39.382043
HUB07-HUB04,2025-05-27,2025-05-29,"[8.9, 0.0, 0.7]","[24.7, 33.7, 18.8]",2026-08-14 06:28:39.382274
HUB06-HUB05,2023-08-02,2023-08-03,"[34.7, 9.7]","[9.1, 11.8]",2026-08-14 06:28:39.382408
HUB01-HUB10,2025-08-19,2025-08-22,"[20.9, 0.0, 11.5, 0.0]","[13.9, 0.8, 16.5, 25.3]",2026-08-14 06:28:39.382556
HUB14-HUB09,2024-10-02,2024-10-04,"[0.0, 1.7, 0.0]","[15.6, 16.7, 18.2]",2026-08-14 06:28:39.382710
HUB18-HUB07,2023-01-23,2023-01-25,"[0.8, 3.5, 0.0]","[13.9, 18.4, 14.4]",2026-08-14 06:28:39.382848
HUB16-HUB03,2023-10-16,2023-10-17,"[0.0, 0.9]","[15.8, 22.0]",2026-08-14 06:28:39.382973
HUB01-HUB02,2025-05-12,2025-05-13,"[0.8, 1.4]","[22.1, 20.3]",2026-08-14 06:28:39.383097
HUB07-HUB01,2023-03-04,2023-03-07,"[0.8, 0.2, 0.0, 0.4]","[16.1, 9.8, 19.5, 11.5]",2026-08-14 06:28:39.383276
HUB18-HUB01,2025-08-17,2025-08-18,"[36.3, 25.8]","[19.1, 11.1]",2026-08-14 06:28:39.383406
HUB17-HUB11,2023-06-28,2023-06-30,"[0.7, 12.5, 0.2]","[22.4, 3.2, 23.3]",2026-08-14 06:28:39.383543
HUB04-HUB05,2023-09-28,2023-10-01,"[0.0, 6.7, 1.1, 0.4]","[16.7, 15.7, 11.8, 15.3]",2026-08-14 06:28:39.383708
HUB08-HUB07,2024-05-04,2024-05-05,"[0.0, 0.1]","[19.9, 13.0]",2026-08-14 06:28:39.383843
HUB10-HUB07,2024-02-23,2024-02-26,"[0.0, 0.0, 7.9, 0.9]","[17.2, 16.9, 11.9, 16.9]",2026-08-14 06:28:39.383991
HUB02-HUB15,2023-11-18,2023-11-19,"[1.0, 1.9]","[14.8, 16.5]",2026-08-14 06:28:39.384117
HUB08-HUB02,2023-02-18,2023-02-20,"[0.3, 0.0, 0.7]","[11.4, 12.2, 14.8]",2026-08-14 06:28:39.384287
HUB14-HUB01,2024-09-05,2024-09-07,"[0.3, 0.0, 0.5]","[28.2, 15.4, 18.3]",2026-08-14 06:28:39.384429
HUB14-HUB11,2023-10-07,2023-10-08,"[0.0, 1.4]","[25.3, 16.0]",2026-08-14 06:28:39.384553
HUB04-HUB13,2023-05-18,2023-05-21,"[0.8, 0.0, 0.6, 0.0]","[21.3, 15.2, 19.4, 14.9]",2026-08-14 06:28:39.384715
HUB10-HUB06,2023-08-26,2023-08-29,"[4.4, 0.4, 12.4, 10.6]","[17.2, 10.8, 15.6, 16.5]",2026-08-14 06:28:39.384890
HUB04-HUB13,2023-10-30,2023-11-02,"[0.6, 0.5, 5.7, 0.1]","[23.7, 15.2, 17.5, 9.8]",2026-08-14 06:28:39.385048
HUB14-HUB01,2024-07-28,2024-07-30,"[48.4, 38.9, 58.3]","[9.6, 18.1, 13.1]",2026-08-14 06:28:39.385218
HUB12-HUB16,2024-05-06,2024-05-09,"[0.6, 0.0, 1.0, 1.3]","[12.9, 12.4, 9.7, 15.3]",2026-08-14 06:28:39.385381
HUB13-HUB08,2024-05-20,2024-05-23,"[0.0, 4.8, 0.2, 1.1]","[16.6, 11.3, 13.1, 20.1]",2026-08-14 06:28:39.385531
HUB10-HUB15,2023-07-01,2023-07-03,"[0.8, 6.0, 0.0]","[15.8, 12.3, 15.0]",2026-08-14 06:28:39.385679
HUB07-HUB15,2023-03-03,2023-03-05,"[0.0, 14.4, 18.1]","[20.9, 11.3, 17.0]",2026-08-14 06:28:39.385815
HUB02-HUB18,2025-03-02,2025-03-03,"[1.1, 0.0]","[9.1, 23.4]",2026-08-14 06:28:39.385938
HUB14-HUB09,2024-02-27,2024-02-29,"[0.6, 0.0, 0.5]","[15.9, 19.4, 13.6]",2026-08-14 06:28:39.386118
HUB15-HUB03,2025-06-27,2025-06-29,"[2.5, 0.5, 1.8]","[14.8, 4.8, 23.5]",2026-08-14 06:28:39.386292
HUB08-HUB12,2025-03-14,2025-03-18,"[1.0, 1.7, 0.5, 0.0, 0.0]","[5.3, 16.4, 7.9, 25.6, 10.6]",2026-08-14 06:28:39.386451
HUB01-HUB07,2023-01-20,2023-01-23,"[0.3, 0.0, 0.0, 0.0]","[12.5, 18.2, 18.8, 16.5]",2026-08-14 06:28:39.386610
HUB10-HUB14,2024-06-01,2024-06-04,"[1.2, 1.3, 0.9, 32.1]","[14.1, 14.0, 14.0, 16.6]",2026-08-14 06:28:39.386762
HUB04-HUB18,2023-12-07,2023-12-08,"[0.5, 0.6]","[18.7, 19.8]",2026-08-14 06:28:39.386886
HUB17-HUB01,2025-03-02,2025-03-05,"[None, 0.0, 0.0, 0.5]","[22.8, 5.8, 20.3, 15.8]",2026-08-14 06:28:39.387029
HUB12-HUB15,2023-02-02,2023-02-05,"[0.0, 0.0, 0.7, 0.0]","[15.4, 15.2, 20.9, 20.3]",2026-08-14 06:28:39.387203
HUB18-HUB01,2024-03-29,2024-03-30,"[0.0, 9.5]","[11.7, 7.1]",2026-08-14 06:28:39.387343
HUB14-HUB15,2024-06-05,2024-06-06,"[19.0, 0.7]","[12.0, 19.6]",2026-08-14 06:28:39.387470
HUB16-HUB18,2023-11-19,2023-11-20,"[1.2, 3.2]","[8.5, 29.7]",2026-08-14 06:28:39.387606
HUB09-HUB11,2025-07-25,2025-07-28,"[40.3, 12.9, 27.0, 1.3]","[5.8, 7.5, 4.3, 26.3]",2026-08-14 06:28:39.387759
HUB17-HUB01,2024-06-29,2024-07-02,"[6.8, 0.0, 0.0, 0.6]","[21.0, 14.2, 23.6, 11.5]",2026-08-14 06:28:39.387905
HUB09-HUB18,2024-02-13,2024-02-15,"[0.1, 0.0, 0.2]","[17.7, 18.8, 19.0]",2026-08-14 06:28:39.388042
HUB08-HUB05,2023-12-08,2023-12-09,"[0.0, 0.1]","[10.3, 19.2]",2026-08-14 06:28:39.388192
HUB17-HUB08,2024-01-12,2024-01-15,"[0.0, 0.1, 0.0, 0.3]","[11.0, 10.8, 17.9, 15.0]",2026-08-14 06:28:39.388346
HUB07-HUB17,2023-07-10,2023-07-13,"[8.9, 0.0, 0.5, 0.2]","[33.7, 6.2, 28.2, 18.5]",2026-08-14 06:28:39.388493
HUB06-HUB07,2024-04-20,2024-04-21,"[9.3, 1.0]","[14.2, 10.5]",2026-08-14 06:28:39.388633
HUB10-HUB02,2024-11-17,2024-11-20,"[0.2, 0.6, 0.0, 0.8]","[18.5, 15.2, 16.6, 14.1]",2026-08-14 06:28:39.388782
HUB10-HUB18,2024-07-24,2024-07-28,"[3.2, 0.9, 0.0, 16.1, 1.9]","[13.6, 27.4, 12.0, 18.9, 4.8]",2026-08-14 06:28:39.388940
HUB10-HUB16,2025-07-07,2025-07-10,"[0.0, 24.6, 7.8, 20.1]","[11.9, 19.5, 15.7, 14.1]",2026-08-14 06:28:39.389086
HUB12-HUB07,2023-11-15,2023-11-20,"[0.0, 0.4, 0.6, 0.1, 0.2, 0.3]","[20.6, 22.9, 21.3, 16.5, 15.5, 8.1]",2026-08-14 06:28:39.389286
HUB09-HUB06,2025-04-01,2025-04-02,"[0.8, 0.6]","[11.7, 14.9]",2026-08-14 06:28:39.389418
HUB17-HUB16,2024-04-12,2024-04-15,"[0.0, 0.8, 0.8, 0.0]","[8.4, 20.5, 16.9, 9.9]",2026-08-14 06:28:39.389577
HUB17-HUB18,2024-06-08,2024-06-11,"[0.0, 0.0, 0.7, 0.0]","[25.6, 25.4, 17.6, 1.2]",2026-08-14 06:28:39.389733
HUB14-HUB07,2023-11-03,2023-11-06,"[0.7, 0.2, 0.0, 0.2]","[13.8, 9.8, 12.5, 11.1]",2026-08-14 06:28:39.389878
HUB07-HUB05,2025-07-02,2025-07-03,"[1.2, 1.4]","[17.4, 13.7]",2026-08-14 06:28:39.390001
HUB03-HUB14,2023-03-20,2023-03-22,"[0.3, 0.2, 0.4]","[7.1, 17.1, 13.2]",2026-08-14 06:28:39.390202
HUB01-HUB10,2023-08-26,2023-08-29,"[2.2, 1.0, 0.0, 0.7]","[6.5, 10.8, 2.3, 12.9]",2026-08-14 06:28:39.390361
HUB14-HUB09,2023-03-21,2023-03-23,"[0.7, 0.0, 0.9]","[14.9, 16.8, 14.1]",2026-08-14 06:28:39.390498
HUB03-HUB02,2025-09-14,2025-09-15,"[9.6, 0.1]","[10.6, 11.4]",2026-08-14 06:28:39.390635
HUB12-HUB11,2024-05-16,2024-05-17,"[0.7, 0.0]","[32.9, 24.8]",2026-08-14 06:28:39.390763
HUB08-HUB02,2025-12-24,2025-12-26,"[None, 0.0, 1.8]","[19.9, 24.9, 18.3]",2026-08-14 06:28:39.390896
HUB14-HUB17,2024-06-05,2024-06-06,"[1.0, 1.8]","[29.2, 15.5]",2026-08-14 06:28:39.391020
HUB16-HUB05,2024-06-18,2024-06-20,"[0.1, 0.3, 0.2]","[14.4, 10.4, 13.3]",2026-08-14 06:28:39.391185
HUB02-HUB13,2024-07-23,2024-07-25,"[0.4, 0.5, 42.8]","[11.6, 15.4, 13.3]",2026-08-14 06:28:39.391332
HUB09-HUB03,2025-04-28,2025-04-30,"[1.0, 15.6, 0.3]","[11.6, 11.4, 15.5]",2026-08-14 06:28:39.391468
HUB17-HUB15,2024-11-10,2024-11-12,"[0.3, 0.0, 0.3]","[29.0, 23.3, 27.6]",2026-08-14 06:28:39.391613
HUB07-HUB08,2025-02-15,2025-02-16,"[0.9, 0.7]","[10.6, 6.7]",2026-08-14 06:28:39.391800
HUB15-HUB09,2024-08-20,2024-08-22,"[17.1, 0.0, 9.2]","[12.4, 12.3, 13.8]",2026-08-14 06:28:39.391949
HUB14-HUB02,2025-05-08,2025-05-09,"[0.2, 1.0]","[19.2, 23.0]",2026-08-14 06:28:39.392078
HUB16-HUB02,2025-02-10,2025-02-12,"[0.1, 0.6, 1.6]","[12.8, 16.6, 13.7]",2026-08-14 06:28:39.392271
HUB02-HUB15,2023-11-30,2023-12-01,"[0.7, 0.3]","[19.3, 5.0]",2026-08-14 06:28:39.392464
HUB16-HUB17,2024-03-25,2024-03-27,"[0.4, 0.1, 0.6]","[0.6, 7.3, 7.8]",2026-08-14 06:28:39.392651
HUB01-HUB11,2023-07-29,2023-08-01,"[20.7, 0.5, 56.0, 0.5]","[18.0, 5.6, 8.0, 8.4]",2026-08-14 06:28:39.392903
HUB02-HUB18,2025-12-13,2025-12-14,"[0.0, 0.0]","[12.5, 22.7]",2026-08-14 06:28:39.393074
HUB04-HUB07,2024-06-20,2024-06-22,"[0.2, 0.3, 0.0]","[4.8, 14.9, 16.9]",2026-08-14 06:28:39.393267
HUB15-HUB06,2025-04-12,2025-04-14,"[0.9, 0.4, 0.0]","[18.3, 18.4, 11.2]",2026-08-14 06:28:39.393414
HUB03-HUB15,2024-07-18,2024-07-20,"[0.4, 10.4, 11.1]","[18.9, 5.4, 10.0]",2026-08-14 06:28:39.393554
HUB13-HUB16,2023-07-30,2023-08-02,"[4.0, 0.0, 15.2, 0.8]","[21.0, 9.0, 18.3, 15.6]",2026-08-14 06:28:39.393720
HUB06-HUB02,2023-12-23,2023-12-26,"[0.1, 0.8, 0.4, 0.0]","[15.9, 17.1, 12.2, 21.3]",2026-08-14 06:28:39.393866
HUB13-HUB11,2024-10-20,2024-10-21,"[0.3, 6.7]","[22.9, 23.0]",2026-08-14 06:28:39.393992
HUB13-HUB14,2025-01-05,2025-01-06,"[0.0, 0.0]","[18.9, 16.4]",2026-08-14 06:28:39.394184
HUB07-HUB12,2025-05-21,2025-05-26,"[9.8, 0.0, 0.0, 0.3, 0.0, 0.9]","[21.7, 26.1, 30.4, 30.7, 18.2, 20.3]",2026-08-14 06:28:39.394372
HUB18-HUB08,2023-12-29,2023-12-30,"[0.4, 0.3]","[16.1, 13.3]",2026-08-14 06:28:39.394502
